CustomerID,Age,Gender,MaritalStatus,IncomeLevel,transaction_count,total_spent,avg_spent,median_spent,max_spent,min_spent,spend_std,unique_product_categories,weekend_transaction_rate,days_since_last_transaction,transaction_history_days,transactions_per_active_day,tx_category_count_Books,tx_category_count_Clothing,tx_category_count_Electronics,tx_category_count_Furniture,tx_category_count_Groceries,service_interaction_count,unresolved_interaction_count,complaint_count,unresolved_rate,days_since_last_service_interaction,service_history_days,service_type_count_Complaint,service_type_count_Feedback,service_type_count_Inquiry,service_resolution_count_Resolved,service_resolution_count_Unresolved,LoginFrequency,ServiceUsage,days_since_last_login,ChurnStatus,avg_spend_per_login,service_interactions_per_transaction,complaints_per_transaction,low_login_frequency_flag
530,69,F,Single,High,6,1311.6399999999999,218.60666666666665,217.375,405.02,48.97,143.6946669388487,4,0.16666666666666666,35,166,0.03592814371257485,1,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Mobile App,25,1,26.76816326530612,0.0,0.0,0
531,27,F,Divorced,High,9,2008.12,223.12444444444444,200.72,428.38,77.95,118.0182566503072,4,0.1111111111111111,46,270,0.033210332103321034,1,4,0,2,2,1.0,1.0,1.0,1.0,110.0,0.0,1.0,0.0,0.0,0.0,1.0,12,Online Banking,52,1,167.34333333333333,0.1111111111111111,0.1111111111111111,0
532,23,M,Divorced,Low,8,2372.58,296.5725,361.46,478.9,48.85,177.40426349764783,3,0.25,40,320,0.024922118380062305,1,2,5,0,0,2.0,1.0,1.0,0.5,151.0,192.0,1.0,1.0,0.0,1.0,1.0,38,Website,70,0,62.43631578947368,0.25,0.125,0
533,51,M,Widowed,Low,1,388.31,388.31,388.31,388.31,388.31,0.0,1,1.0,111,0,1.0,1,0,0,0,0,1.0,1.0,0.0,1.0,348.0,0.0,0.0,1.0,0.0,0.0,1.0,27,Mobile App,63,0,14.381851851851852,1.0,0.0,0
534,25,M,Married,High,3,536.31,178.76999999999998,219.76,285.77,30.78,132.34466404052714,3,0.6666666666666666,28,224,0.013333333333333334,1,1,1,0,0,2.0,2.0,1.0,1.0,48.0,54.0,1.0,0.0,1.0,0.0,2.0,37,Mobile App,137,0,14.494864864864864,0.6666666666666666,0.3333333333333333,0
535,48,M,Married,High,8,2145.98,268.2475,274.835,369.51,147.61,79.41691251148677,3,0.5,34,275,0.028985507246376812,3,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Mobile App,188,0,126.23411764705882,0.0,0.0,0
536,26,M,Married,Low,4,1639.36,409.84,400.975,491.76,345.65,68.26402224695916,3,0.25,133,173,0.022988505747126436,0,1,1,2,0,1.0,1.0,0.0,1.0,163.0,0.0,0.0,1.0,0.0,0.0,1.0,46,Mobile App,51,0,35.638260869565215,0.25,0.0,0
537,38,M,Divorced,High,6,2067.57,344.595,358.98,473.47,181.71,133.21812950946278,4,0.3333333333333333,2,335,0.017857142857142856,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Online Banking,218,1,229.73000000000002,0.0,0.0,1
538,25,M,Widowed,High,2,651.88,325.94,325.94,411.91,239.97,121.57993995721502,2,0.0,164,51,0.038461538461538464,0,0,0,1,1,2.0,1.0,0.0,0.5,11.0,315.0,0.0,1.0,1.0,1.0,1.0,6,Online Banking,201,0,108.64666666666666,1.0,0.0,1
539,21,F,Single,Low,6,1286.35,214.39166666666665,218.625,373.94,70.36,117.75510475842086,4,0.5,115,248,0.024096385542168676,2,2,0,1,1,2.0,1.0,0.0,0.5,104.0,46.0,0.0,1.0,1.0,1.0,1.0,13,Mobile App,100,0,98.94999999999999,0.3333333333333333,0.0,0
540,39,F,Single,Medium,2,649.47,324.735,324.735,440.22,209.25,163.3204532506569,2,0.5,245,92,0.021505376344086023,1,1,0,0,0,1.0,1.0,0.0,1.0,173.0,0.0,0.0,1.0,0.0,0.0,1.0,6,Online Banking,348,0,108.245,0.5,0.0,1
541,45,F,Married,Low,2,185.03,92.515,92.515,127.29,57.74,49.17927663152438,2,0.0,176,58,0.03389830508474576,1,1,0,0,0,2.0,1.0,2.0,0.5,119.0,244.0,2.0,0.0,0.0,1.0,1.0,38,Mobile App,100,0,4.86921052631579,1.0,1.0,0
542,62,F,Widowed,High,3,344.77,114.92333333333333,85.47,207.32,51.98,81.75116533318244,3,0.3333333333333333,85,236,0.012658227848101266,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Mobile App,177,0,86.1925,0.0,0.0,1
543,21,M,Married,High,5,939.83,187.966,126.55,353.75,17.64,150.13000809298586,4,0.0,22,336,0.01483679525222552,1,1,0,1,2,1.0,1.0,1.0,1.0,327.0,0.0,1.0,0.0,0.0,0.0,1.0,16,Online Banking,128,1,58.739375,0.2,0.2,0
544,56,M,Married,Medium,4,1099.45,274.8625,254.885,445.72,143.96,148.3635638951379,3,0.0,3,350,0.011396011396011397,1,0,2,0,1,1.0,1.0,1.0,1.0,209.0,0.0,1.0,0.0,0.0,0.0,1.0,36,Website,313,0,30.540277777777778,0.25,0.25,0
545,38,F,Married,Medium,2,452.87,226.435,226.435,257.09,195.78,43.3527167545472,2,1.0,90,182,0.01092896174863388,0,1,0,0,1,2.0,0.0,1.0,0.0,114.0,26.0,1.0,0.0,1.0,2.0,0.0,43,Website,84,1,10.53186046511628,1.0,0.5,0
546,25,M,Single,Low,2,575.05,287.525,287.525,426.34,148.71,196.3140556608212,2,0.0,340,4,0.4,0,0,1,0,1,2.0,0.0,2.0,0.0,117.0,16.0,2.0,0.0,0.0,2.0,0.0,14,Online Banking,324,0,41.074999999999996,1.0,1.0,0
547,37,M,Single,Medium,3,716.14,238.71333333333334,165.9,402.88,147.36,142.47439676423738,2,0.3333333333333333,21,324,0.009230769230769232,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Website,343,0,24.69448275862069,0.0,0.0,0
548,49,M,Married,High,9,2116.14,235.12666666666667,210.25,384.59,26.64,136.39399015352546,5,0.3333333333333333,10,318,0.02821316614420063,3,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Website,32,0,88.1725,0.0,0.0,0
549,18,M,Widowed,High,2,358.67,179.335,179.335,264.66,94.01,120.66777220948435,1,0.0,66,202,0.009852216748768473,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Mobile App,120,0,9.196666666666667,0.0,0.0,0
550,23,F,Single,High,8,2140.26,267.5325,335.04999999999995,381.24,24.61,150.1481410141331,4,0.125,9,204,0.03902439024390244,2,0,2,1,3,2.0,1.0,1.0,0.5,8.0,18.0,1.0,0.0,1.0,1.0,1.0,39,Online Banking,1,0,54.87846153846154,0.25,0.125,0
551,45,F,Married,High,9,3027.91,336.4344444444444,361.36,433.34,196.6,89.21437175577587,5,0.4444444444444444,30,268,0.03345724907063197,3,2,1,2,1,2.0,2.0,1.0,1.0,183.0,178.0,1.0,1.0,0.0,0.0,2.0,45,Mobile App,362,0,67.28688888888888,0.2222222222222222,0.1111111111111111,0
552,61,F,Single,Medium,3,1049.96,349.9866666666667,298.78,459.74,291.44,95.12000070086908,2,0.0,120,101,0.029411764705882353,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Website,329,0,41.998400000000004,0.0,0.0,0
553,48,F,Divorced,High,7,2125.61,303.65857142857146,438.46,494.3,70.02,191.26101714921518,5,0.14285714285714285,33,258,0.02702702702702703,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Website,37,0,46.20891304347826,0.0,0.0,0
554,27,M,Divorced,High,6,1822.54,303.75666666666666,277.59000000000003,483.2,184.93,107.89105480375407,5,0.16666666666666666,6,187,0.031914893617021274,2,1,1,1,1,1.0,0.0,0.0,0.0,275.0,0.0,0.0,1.0,0.0,1.0,0.0,46,Mobile App,97,0,39.6204347826087,0.16666666666666666,0.0,0
555,37,F,Single,High,2,393.99,196.995,196.995,293.7,100.29,136.76152254929013,2,0.0,78,178,0.0111731843575419,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Website,52,0,131.33,0.0,0.0,1
556,25,M,Married,Low,7,2132.54,304.6485714285714,281.8,444.42,83.91,120.65488516544083,4,0.42857142857142855,2,351,0.019886363636363636,1,2,1,0,3,1.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,1.0,0.0,42,Online Banking,325,0,50.7747619047619,0.14285714285714285,0.0,0
557,39,F,Single,Low,3,1179.98,393.32666666666665,382.14,483.12,314.72,84.75550798227412,3,0.0,17,335,0.008928571428571428,1,0,0,1,1,2.0,1.0,0.0,0.5,7.0,224.0,0.0,2.0,0.0,1.0,1.0,27,Online Banking,29,0,43.702962962962964,0.6666666666666666,0.0,0
558,55,M,Widowed,High,6,1722.97,287.1616666666667,326.42,451.1,30.81,166.44585767349895,5,0.16666666666666666,39,325,0.018404907975460124,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Online Banking,68,0,143.58083333333335,0.0,0.0,0
559,46,F,Married,Medium,7,2151.66,307.38,290.65,490.24,156.5,122.8271017867528,4,0.14285714285714285,75,248,0.028112449799196786,3,1,1,2,0,1.0,1.0,1.0,1.0,345.0,0.0,1.0,0.0,0.0,0.0,1.0,43,Website,138,0,50.038604651162785,0.14285714285714285,0.14285714285714285,0
560,26,M,Married,Medium,2,203.34,101.67,101.67,196.08,7.26,133.51590242364392,2,1.0,21,195,0.01020408163265306,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Mobile App,11,1,101.67,0.0,0.0,1
561,61,M,Married,Low,6,1369.4,228.23333333333335,242.195,378.48,35.65,134.37672427420856,3,0.5,6,334,0.01791044776119403,1,4,0,1,0,1.0,0.0,0.0,0.0,253.0,0.0,0.0,1.0,0.0,1.0,0.0,38,Online Banking,70,0,36.03684210526316,0.16666666666666666,0.0,0
562,64,M,Married,Low,9,2160.95,240.10555555555553,269.33,412.33,46.83,130.74557804292186,5,0.5555555555555556,41,291,0.030821917808219176,2,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Online Banking,232,1,83.11346153846154,0.0,0.0,0
563,18,M,Widowed,Medium,5,1090.13,218.026,281.41,377.69,27.71,156.80521939654943,2,0.2,11,329,0.015151515151515152,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Mobile App,202,0,37.59068965517242,0.0,0.0,0
564,58,M,Single,Low,7,1859.23,265.6042857142857,236.75,453.42,84.91,146.7097230198852,3,0.2857142857142857,25,232,0.030042918454935622,0,0,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Online Banking,208,0,41.31622222222222,0.0,0.0,0
565,69,M,Single,Low,6,2436.25,406.0416666666667,447.95,499.51,152.13,129.22229798555148,3,0.16666666666666666,27,317,0.018867924528301886,1,0,0,3,2,2.0,1.0,0.0,0.5,62.0,147.0,0.0,0.0,2.0,1.0,1.0,30,Website,253,1,81.20833333333333,0.3333333333333333,0.0,0
566,56,M,Divorced,High,7,1867.21,266.7442857142857,256.55,481.23,13.95,178.62329195424496,4,0.2857142857142857,29,328,0.02127659574468085,1,0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Online Banking,199,0,49.1371052631579,0.0,0.0,0
567,43,M,Married,Medium,1,472.36,472.36,472.36,472.36,472.36,0.0,1,0.0,355,0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Online Banking,34,0,11.520975609756098,0.0,0.0,0
568,28,M,Divorced,High,3,1051.21,350.40333333333336,403.85,466.53,180.83,150.1616866358837,2,0.3333333333333333,78,152,0.0196078431372549,0,0,1,0,2,1.0,0.0,0.0,0.0,172.0,0.0,0.0,1.0,0.0,1.0,0.0,32,Online Banking,137,0,32.8503125,0.3333333333333333,0.0,0
569,69,F,Widowed,Low,6,1550.8500000000001,258.475,217.64,423.99,86.54,136.29845336613326,4,0.3333333333333333,24,207,0.028846153846153848,1,1,2,2,0,1.0,0.0,1.0,0.0,70.0,0.0,1.0,0.0,0.0,1.0,0.0,38,Online Banking,39,0,40.81184210526316,0.16666666666666666,0.16666666666666666,0
570,52,F,Single,Low,7,2358.04,336.86285714285714,366.96,496.44,41.32,151.33295044528865,4,0.2857142857142857,106,207,0.03365384615384615,1,2,0,1,3,2.0,1.0,1.0,0.5,61.0,67.0,1.0,1.0,0.0,1.0,1.0,21,Mobile App,149,0,112.28761904761905,0.2857142857142857,0.14285714285714285,0
571,41,F,Single,Low,3,962.48,320.82666666666665,262.86,471.98,227.64,132.08182968649905,2,0.0,65,157,0.0189873417721519,2,0,0,1,0,1.0,1.0,0.0,1.0,291.0,0.0,0.0,1.0,0.0,0.0,1.0,8,Website,250,0,120.31,0.3333333333333333,0.0,1
572,50,F,Married,Low,2,538.06,269.03,269.03,460.59,77.47,270.90675000819004,2,0.0,2,15,0.125,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Website,339,0,89.67666666666666,0.0,0.0,1
573,37,F,Single,Medium,5,1331.4,266.28000000000003,305.3,496.06,15.56,207.11769757797137,2,0.2,57,270,0.01845018450184502,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Website,342,0,332.85,0.0,0.0,1
574,44,M,Widowed,Medium,9,2437.4,270.82222222222225,276.62,408.72,107.03,100.49462134584341,4,0.3333333333333333,0,300,0.029900332225913623,0,1,1,3,4,1.0,0.0,0.0,0.0,91.0,0.0,0.0,1.0,0.0,1.0,0.0,17,Mobile App,274,1,143.3764705882353,0.1111111111111111,0.0,0
575,32,F,Widowed,Medium,9,1550.26,172.2511111111111,176.51,369.25,48.33,117.13573135944094,4,0.4444444444444444,59,298,0.030100334448160536,2,2,3,2,0,2.0,1.0,1.0,0.5,107.0,39.0,1.0,0.0,1.0,1.0,1.0,21,Mobile App,174,0,73.82190476190476,0.2222222222222222,0.1111111111111111,0
576,50,F,Married,Medium,4,755.9300000000001,188.98250000000002,143.84,393.11,75.14,150.26742658229915,3,0.25,122,165,0.024096385542168676,2,0,0,1,1,2.0,2.0,0.0,1.0,122.0,86.0,0.0,2.0,0.0,0.0,2.0,4,Website,10,1,188.98250000000002,0.5,0.0,1
577,69,M,Divorced,High,8,2373.23,296.65375,363.905,395.48,98.8,121.74621600895858,4,0.125,86,196,0.04060913705583756,1,0,2,2,3,1.0,1.0,0.0,1.0,162.0,0.0,0.0,1.0,0.0,0.0,1.0,35,Website,250,1,67.80657142857143,0.125,0.0,0
578,24,F,Married,High,3,715.6,238.53333333333333,125.52,487.42,102.66,215.84502434231217,3,0.0,75,133,0.022388059701492536,1,0,1,1,0,1.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,30,Mobile App,252,0,23.853333333333335,0.3333333333333333,0.3333333333333333,0
579,51,F,Widowed,High,2,402.41,201.205,201.205,352.54,49.87,214.02000946173234,1,0.0,163,2,0.6666666666666666,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Online Banking,222,1,14.904074074074074,0.0,0.0,0
580,62,M,Single,Low,2,232.75,116.375,116.375,126.27,106.48,13.99364319968177,1,0.5,20,46,0.0425531914893617,0,0,0,0,2,2.0,1.0,1.0,0.5,28.0,167.0,1.0,1.0,0.0,1.0,1.0,12,Website,30,0,19.395833333333332,1.0,0.5,0
581,68,F,Single,Medium,2,407.65999999999997,203.82999999999998,203.82999999999998,322.33,85.33,167.58430714121175,2,0.0,180,39,0.05,0,1,0,1,0,1.0,1.0,1.0,1.0,159.0,0.0,1.0,0.0,0.0,0.0,1.0,48,Mobile App,281,0,8.492916666666666,0.5,0.5,0
582,63,F,Single,Medium,7,1876.3600000000001,268.0514285714286,290.97,469.78,18.86,173.08512948147524,3,0.42857142857142855,78,278,0.025089605734767026,4,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Online Banking,74,0,93.81800000000001,0.0,0.0,0
583,59,M,Widowed,Medium,4,783.96,195.99,138.925,467.16,38.95,190.40803817066126,3,0.25,114,82,0.04819277108433735,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Online Banking,319,0,19.599,0.0,0.0,0
584,22,M,Divorced,High,7,1677.08,239.58285714285714,226.48,398.84,122.19,86.4355298694323,4,0.14285714285714285,135,211,0.0330188679245283,0,1,3,1,2,2.0,1.0,1.0,0.5,195.0,87.0,1.0,1.0,0.0,1.0,1.0,44,Online Banking,54,0,38.11545454545455,0.2857142857142857,0.14285714285714285,0
585,47,M,Married,Low,6,1709.36,284.8933333333333,303.945,432.45,38.82,146.46945110386216,4,0.8333333333333334,69,287,0.020833333333333332,2,1,0,2,1,2.0,0.0,0.0,0.0,170.0,81.0,0.0,1.0,1.0,2.0,0.0,41,Online Banking,267,0,41.69170731707317,0.3333333333333333,0.0,0
586,45,M,Divorced,Low,5,1667.53,333.506,373.82,440.22,184.02,111.91232720303871,2,0.4,224,130,0.03816793893129771,0,0,4,0,1,1.0,1.0,0.0,1.0,293.0,0.0,0.0,1.0,0.0,0.0,1.0,33,Online Banking,47,1,50.53121212121212,0.2,0.0,0
587,35,F,Single,Low,3,623.49,207.83,225.15,231.03,167.31,35.21429255288256,3,0.0,43,122,0.024390243902439025,0,0,1,1,1,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,10,Website,274,0,62.349000000000004,0.3333333333333333,0.0,0
588,53,F,Married,High,8,1726.51,215.81375,236.56,465.75,5.65,152.51294295777936,3,0.0,17,345,0.023121387283236993,2,2,4,0,0,2.0,1.0,1.0,0.5,202.0,126.0,1.0,0.0,1.0,1.0,1.0,5,Mobile App,40,1,345.302,0.25,0.125,1
589,20,F,Widowed,Medium,9,2356.94,261.88222222222225,369.13,437.52,27.84,175.27169036796684,3,0.0,2,338,0.02654867256637168,2,6,0,0,1,2.0,1.0,1.0,0.5,41.0,135.0,1.0,0.0,1.0,1.0,1.0,11,Mobile App,255,1,214.26727272727274,0.2222222222222222,0.1111111111111111,0
590,38,M,Widowed,High,9,1383.59,153.73222222222222,117.95,463.01,17.79,136.14506415748036,4,0.1111111111111111,30,307,0.02922077922077922,2,1,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Mobile App,78,0,65.8852380952381,0.0,0.0,0
591,63,F,Divorced,Medium,1,215.12,215.12,215.12,215.12,215.12,0.0,1,0.0,205,0,1.0,0,0,1,0,0,2.0,1.0,1.0,0.5,125.0,18.0,1.0,1.0,0.0,1.0,1.0,20,Online Banking,252,0,10.756,2.0,1.0,0
592,33,M,Married,Low,8,2642.14,330.2675,377.61,453.92,78.04,121.75327684061965,4,0.25,34,311,0.02564102564102564,0,2,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Mobile App,331,0,60.04863636363636,0.0,0.0,0
593,54,F,Single,Medium,9,2959.62,328.84666666666664,339.06,455.09,139.97,109.38589225763988,5,0.4444444444444444,5,358,0.025069637883008356,2,1,3,2,1,1.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0,0.0,1.0,0.0,9,Online Banking,361,0,328.84666666666664,0.1111111111111111,0.0,1
594,59,M,Divorced,Low,9,2544.69,282.74333333333334,308.88,443.38,20.27,127.06856298864798,5,0.3333333333333333,1,354,0.02535211267605634,1,1,4,2,1,2.0,1.0,0.0,0.5,5.0,163.0,0.0,1.0,1.0,1.0,1.0,30,Mobile App,205,0,84.82300000000001,0.2222222222222222,0.0,0
595,22,F,Widowed,Low,8,2270.36,283.795,372.49,480.46,27.78,182.4480817735751,3,0.125,110,253,0.031496062992125984,0,0,1,4,3,1.0,0.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,1.0,0.0,48,Online Banking,252,0,47.29916666666667,0.125,0.0,0
596,67,F,Married,Low,5,1346.76,269.352,299.6,377.81,42.44,132.19431784309037,2,0.2,101,151,0.03289473684210526,0,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Mobile App,207,0,336.69,0.0,0.0,1
597,68,M,Married,Medium,7,1726.8999999999999,246.7,357.78,453.89,15.18,197.41009641522052,3,0.14285714285714285,75,287,0.024305555555555556,0,3,0,2,2,1.0,1.0,0.0,1.0,162.0,0.0,0.0,1.0,0.0,0.0,1.0,9,Website,75,0,191.87777777777777,0.14285714285714285,0.0,1
598,31,M,Widowed,High,7,1906.1000000000001,272.3,338.42,464.5,29.45,175.72141265840847,4,0.14285714285714285,5,250,0.027888446215139442,1,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Online Banking,175,0,47.6525,0.0,0.0,0
599,48,M,Single,Low,9,2347.42,260.82444444444445,268.61,449.2,54.81,136.95085378623156,4,0.6666666666666666,98,251,0.03571428571428571,1,2,3,0,3,2.0,0.0,1.0,0.0,52.0,165.0,1.0,1.0,0.0,2.0,0.0,3,Website,15,0,782.4733333333334,0.2222222222222222,0.1111111111111111,1
600,63,F,Single,Medium,4,865.0,216.25,195.2,390.43,84.17,141.0908709543841,4,0.0,44,176,0.022598870056497175,1,0,1,1,1,1.0,1.0,0.0,1.0,239.0,0.0,0.0,0.0,1.0,0.0,1.0,38,Online Banking,39,0,22.763157894736842,0.25,0.0,0
601,41,F,Widowed,Low,8,2473.79,309.22375,337.905,421.18,179.78,87.89787986025927,5,0.25,48,195,0.04081632653061224,3,2,1,1,1,2.0,1.0,1.0,0.5,259.0,7.0,1.0,1.0,0.0,1.0,1.0,25,Website,111,0,98.9516,0.25,0.125,0
602,52,M,Widowed,Medium,9,1158.83,128.7588888888889,91.85,277.26,27.48,97.16753514477514,4,0.4444444444444444,70,217,0.04128440366972477,2,0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Mobile App,232,1,31.319729729729726,0.0,0.0,0
603,53,M,Single,High,5,1476.4,295.28000000000003,307.52,441.51,130.16,116.0375286275953,3,0.4,19,288,0.01730103806228374,0,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Mobile App,198,0,49.21333333333334,0.0,0.0,0
604,27,M,Divorced,Low,3,437.92999999999995,145.97666666666666,122.1,300.03,15.8,143.61143629019708,3,0.0,68,76,0.03896103896103896,0,1,1,0,1,2.0,1.0,1.0,0.5,99.0,58.0,1.0,1.0,0.0,1.0,1.0,31,Website,239,0,14.126774193548385,0.6666666666666666,0.3333333333333333,0
605,44,M,Divorced,Low,4,1187.98,296.995,261.425,479.05,186.08,132.17251517114542,2,0.75,7,337,0.011834319526627219,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Mobile App,352,1,69.88117647058823,0.0,0.0,0
606,44,F,Married,Low,1,271.99,271.99,271.99,271.99,271.99,0.0,1,0.0,165,0,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Website,89,0,27.199,0.0,0.0,0
607,40,M,Married,High,5,1489.51,297.902,314.56,460.8,148.4,113.82389696368688,3,0.0,12,329,0.015151515151515152,2,0,2,0,1,1.0,1.0,1.0,1.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,8,Mobile App,349,1,186.18875,0.2,0.2,1
608,30,M,Divorced,Medium,9,2463.96,273.7733333333333,283.81,399.72,142.01,86.34145064799411,4,0.3333333333333333,2,285,0.03146853146853147,1,3,3,0,2,1.0,1.0,1.0,1.0,116.0,0.0,1.0,0.0,0.0,0.0,1.0,2,Mobile App,351,0,1231.98,0.1111111111111111,0.1111111111111111,1
609,33,F,Married,Low,1,110.77,110.77,110.77,110.77,110.77,0.0,1,0.0,159,0,1.0,0,0,0,1,0,2.0,1.0,2.0,0.5,139.0,13.0,2.0,0.0,0.0,1.0,1.0,32,Website,10,0,3.4615625,2.0,2.0,0
610,52,F,Divorced,Low,5,1504.22,300.844,317.83,451.76,183.38,102.39657186644482,3,0.0,102,179,0.027777777777777776,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Mobile App,24,0,136.74727272727273,0.0,0.0,0
611,44,M,Married,High,3,624.87,208.29,264.56,337.62,22.69,164.83313046836187,3,0.6666666666666666,69,238,0.012552301255230125,0,1,1,0,1,1.0,1.0,1.0,1.0,186.0,0.0,1.0,0.0,0.0,0.0,1.0,10,Online Banking,81,0,62.487,0.3333333333333333,0.3333333333333333,0
612,69,F,Divorced,Medium,7,1688.29,241.18428571428572,272.55,416.82,18.93,144.312019117968,4,0.2857142857142857,17,318,0.0219435736677116,0,2,2,1,2,2.0,0.0,1.0,0.0,139.0,153.0,1.0,1.0,0.0,2.0,0.0,41,Online Banking,14,0,41.17780487804878,0.2857142857142857,0.14285714285714285,0
613,56,M,Married,High,3,612.18,204.05999999999997,259.06,276.57,76.55,110.77341784020209,2,0.3333333333333333,35,207,0.014423076923076924,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Online Banking,127,0,19.130625,0.0,0.0,0
614,64,F,Married,High,3,1239.16,413.05333333333334,440.61,485.38,313.17,89.35098451238984,3,0.3333333333333333,21,171,0.01744186046511628,1,1,0,0,1,1.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,24,Mobile App,281,1,51.63166666666667,0.3333333333333333,0.0,0
615,34,F,Divorced,Low,3,481.67999999999995,160.55999999999997,187.84,276.52,17.32,131.7357536889663,2,0.0,192,75,0.039473684210526314,0,0,0,1,2,2.0,1.0,0.0,0.5,140.0,188.0,0.0,2.0,0.0,1.0,1.0,7,Online Banking,142,0,68.81142857142856,0.6666666666666666,0.0,1
616,65,M,Single,Medium,8,1674.35,209.29375,198.7,336.87,104.3,74.9070465763116,5,0.125,115,224,0.035555555555555556,1,1,1,3,2,1.0,1.0,0.0,1.0,133.0,0.0,0.0,1.0,0.0,0.0,1.0,29,Online Banking,139,1,57.73620689655172,0.125,0.0,0
617,58,F,Divorced,Low,7,2146.58,306.6542857142857,344.42,468.77,74.88,149.7871008973673,5,0.14285714285714285,23,293,0.023809523809523808,1,1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Online Banking,343,1,1073.29,0.0,0.0,1
618,18,M,Divorced,Low,7,1025.54,146.50571428571428,140.98,265.52,58.19,66.38785176449649,4,0.2857142857142857,24,322,0.021671826625386997,0,2,1,1,3,2.0,0.0,0.0,0.0,230.0,84.0,0.0,1.0,1.0,2.0,0.0,16,Mobile App,41,1,64.09625,0.2857142857142857,0.0,0
619,28,M,Widowed,High,1,244.19,244.19,244.19,244.19,244.19,0.0,1,1.0,265,0,1.0,0,0,0,0,1,1.0,1.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,31,Online Banking,248,1,7.877096774193548,1.0,0.0,0
